name,hockeydb,nhl,fhl,hockey-reference
Tyler Wotherspoon,117537,N.J,Tyler Wotherspoon,Tyler Wotherspoon
Duncan Siemens,117547,COL,Duncan Siemens,Duncan Siemens
Yanni Gourde,117574,SEA,Yanni Gourde,Yanni Gourde
Alexandre Mallet,117583,UFA,Alexandre Mallet,Alexandre Mallet
Ty Rattie,118248,EDM,Ty Rattie,Ty Rattie
Patrick Holland,118254,UFA,Patrick Holland,Patrick Holland
Laurent Brossoit,118258,CHI,Laurent Brossoit,Laurent Brossoit
Kirill Kabanov,118284,UFA,Kirill Kabanov,Kirill Kabanov
Joonas Nattinen,118367,UFA,Joonas Nattinen,Joonas Nattinen
Ilari Melart,118369,UFA,Ilari Melart,Ilari Melart
Toni Rajala,118372,UFA,Toni Rajala,Toni Rajala
Teemu Pulkkinen,118379,VGK,Teemu Pulkkinen,Teemu Pulkkinen
Mikael Granlund,118389,S.J,Mikael Granlund,Mikael Granlund
Marcus Kruger,118529,CHI,Marcus Kruger,Marcus Kruger
Gabriel Landeskog,118530,COL,Gabriel Landeskog,Gabriel Landeskog
Patrick Cehlin,118532,UFA,Patrick Cehlin,Patrick Cehlin
Alexander Urbom,118535,UFA,Alexander Urbom,Alexander Urbom
Carl Klingberg,118542,UFA,Carl Klingberg,Carl Klingberg
Adam Larsson,118565,SEA,Adam Larsson,Adam Larsson
Melker Karlsson,118566,S.J,Melker Karlsson,Melker Karlsson
Jaden Schwartz,118953,SEA,Jaden Schwartz,Jaden Schwartz
Josh Manson,118989,COL,Josh Manson,Josh Manson
Micheal Ferland,119077,VAN,Micheal Ferland,Michael Ferland
Anthony Bitetto,119084,FLA,Anthony Bitetto,Anthony Bitetto
Kevin Boyle,119087,DET,Kevin Boyle,Kevin Boyle
Nick Leddy,119093,STL,Nick Leddy,Nick Leddy
Ryan Murray,120014,EDM,Ryan Murray,Ryan Murray
Patrik Nemeth,120191,UTA,Patrik Nemeth,Patrik Nemeth
Dennis Rasmussen,120245,ANA,Dennis Rasmussen,Dennis Rasmussen
Oscar Fantenberg,120272,VAN,Oscar Fantenberg,Oscar Fantenberg
Anton Rodin,120281,ANA,Anton Rodin,Anton Rodin
Oliver Ekman-Larsson,120283,TOR,Oliver Ekman-Larsson,Oliver Ekman-Larsson
Jakub Jerabek,120313,STL,Jakub Jerabek,Jakub Jerabek
Ronalds Kenins,120591,UFA,Ronalds Kenins,Ronalds Kenins
Sven Baertschi,120612,VGK,Sven Baertschi,Sven Baertschi
Tomas Tatar,120671,N.J,Tomáš Tatar,Tomáš Tatar
Kyle Palmieri,120908,NYI,Kyle Palmieri,Kyle Palmieri
Igor Bobkov,120909,UFA,Igor Bobkov,Igor Bobkov
Sami Vatanen,120910,DAL,Sami Vatanen,Sami Vatanen
Jeremy Morin,120911,UFA,Jeremy Morin,Jeremy Morin
Brian Dumoulin,120914,ANA,Brian Dumoulin,Brian Dumoulin
Joni Ortio,120919,UFA,Joni Ortio,Joni Ortio
Drew Shore,120926,CAR,Drew Shore,Drew Shore
Wade Megan,120927,DET,Wade Megan,Wade Megan
Nic Dowd,120928,WSH,Nic Dowd,Nic Dowd
Alexander Fallstrom,120929,UFA,Alexander Fallstro,Alexander Fallstrom
Erik Haula,120930,NSH,Erik Haula,Erik Haula
Alexander Avtsin,120934,UFA,Alexander Avtsin,Alexander Avtsin
Zach Budish,120936,UFA,Zach Budish,Zach Budish
Anders Nilsson,120937,T.B,Anders Nilsson,Anders Nilsson
Anders Lee,120938,NYI,Anders Lee,Anders Lee
Chris Kreider,120939,ANA,Chris Kreider,Chris Kreider
Robin Lehner,120942,VGK,Robin Lehner,Robin Lehner
Chris Brown,120944,UFA,Chris Brown,Chris Brown
Ben Hanowski,120945,UFA,Ben Hanowski,Ben Hanowski
William Wrenn,120947,UFA,William Wrenn,William Wrenn
Kenny Ryan,120950,UFA,Kenny Ryan,Kenny Ryan
Jerry D'Amigo,120952,UFA,Jerry D'Amigo,Jerry D'Amigo
Cam Fowler,120956,ANA,Cam Fowler,Cam Fowler
Matt Nieto,120961,PIT,Matthew Nieto,Matthew Nieto
Jason Zucker,120964,BUF,Jason Zucker,Jason Zucker
Jonathon Merrill,120966,MIN,Jonathon Merrill,Jonathon Merrill
Adam Clendening,120967,PHI,Adam Clendening,Adam Clendening
Emerson Etem,120970,ANA,Emerson Etem,Emerson Etem
Jarred Tinordi,120972,CGY,Jarred Tinordi,Jarred Tinordi
Justin Faulk,120974,STL,Justin Faulk,Justin Faulk
Jack Campbell,120975,UFA,Jack Campbell,Jack Campbell
Joseph Cramarossa,121426,MIN,Joseph Cramarossa,Joseph Cramarossa
Kyle Baun,121436,UFA,Kyle Baun,Kyle Baun
Tyler Biggs,121437,UFA,Tyler Biggs,Tyler Biggs
Alan Quine,121447,EDM,Alan Quine,Alan Quine
Zach Hyman,121460,EDM,Zach Hyman,Zach Hyman
Scott Wilson,121522,FLA,Scott Wilson,Scott Wilson
Josh Jooris,121548,TOR,Josh Jooris,Josh Jooris
Jordan Binnington,121736,STL,Jordan Binnington,Jordan Binnington
Scott Harrington,121787,ANA,Scott Harrington,Scott Harrington
Cody Ceci,121792,EDM,Cody Ceci,Cody Ceci
Jared Coreau,121793,NYI,Jared Coreau,Jared Coreau
Ryan Murphy,121922,N.J,Ryan Murphy,Ryan Murphy
Barclay Goodrow,121927,S.J,Barclay Goodrow,Barclay Goodrow
Nick Cousins,121947,UFA,Nick Cousins,Nick Cousins
Matt O'Connor,121975,OTT,Matt O'Connor,Matt O'Connor
Danny DeKeyser,122124,DET,Danny DeKeyser,Danny DeKeyser
Ryan Johansen,122175,COL,Ryan Johansen,Ryan Johansen
Jakub Culek,122603,UFA,Jakub Culek,Jakub Culek
Phillip Danault,122605,L.A,Phillip Danault,Phillip Danault
Louis Domingue,122607,NYR,Louis Domingue,Louis Domingue
Jonathan Huberdeau,122625,CGY,Jonathan Huberdeau,Jonathan Huberdeau
Tomas Jurco,122629,VGK,Tomas Jurco,Tomas Jurco
Xavier Ouellet,122660,PIT,Xavier Ouellet,Xavier Ouellet
Jean-Gabriel Pageau,122661,NYI,Jean-Gabriel Pageau,Jean-Gabriel Pageau
Ondrej Palat,122662,N.J,Ondřej Palát,Ondřej Palát
Zack Phillips,122666,UFA,Zack Phillips,Zack Phillips
Adam Polasek,122668,UFA,Adam Polasek,Adam Polasek
Tobias Rieder,122721,BUF,Tobias Rieder,Tobias Rieder
Marek Mazanec,122743,T.B,Marek Mazanec,Marek Mazanec
Joonas Donskoi,122758,SEA,Joonas Donskoi,Joonas Donskoi
Iiro Pakarinen,122784,UFA,Iiro Pakarinen,Iiro Pakarinen
Borna Rendulic,122789,UFA,Borna Rendulic,Borna Rendulic
Nikita Zaitsev,122837,CHI,Nikita Zaitsev,Nikita Zaitsev
Anthony Camara,122851,UFA,Anthony Camara,Anthony Camara
Frank Corrado,122853,UFA,Frank Corrado,Frank Corrado
Dylan DeMelo,122857,WPG,Dylan DeMelo,Dylan DeMelo
Tyler Graovac,122866,VAN,Tyler Graovac,Tyler Graovac
Seth Griffith,122867,EDM,Seth Griffith,Seth Griffith
Dougie Hamilton,122868,N.J,Dougie Hamilton,Dougie Hamilton
Mitchell Heard,122869,UFA,Mitchell Heard,Mitchell Heard
Boone Jenner,122877,CLB,Boone Jenner,Boone Jenner
Petr Mrazek,122893,CHI,Petr Mrázek,Petr Mrázek
Stefan Noesen,122895,N.J,Stefan Noesen,Stefan Noesen
Stuart Percy,122896,UFA,Stuart Percy,Stuart Percy
Matt Puempel,122899,DET,Matt Puempel,Matt Puempel
Brett Ritchie,122902,UTA,Brett Ritchie,Brett Ritchie
Jiri Sekac,122908,UFA,Jiri Sekac,Jiri Sekac
Ivan Telegin,122914,UFA,Ivan Telegin,Ivan Telegin
Vincent Trocheck,122917,NYR,Vincent Trocheck,Vincent Trocheck
David Broll,122927,UFA,David Broll,David Broll
Ryan Strome,122942,ANA,Ryan Strome,Ryan Strome
Adam Lowry,122998,WPG,Adam Lowry,Adam Lowry
David Musil,123011,UFA,David Musil,David Musil
Nino Niederreiter,123014,WPG,Nino Niederreiter,Nino Niederreiter
Dalton Thrower,123034,UFA,Dalton Thrower,Dalton Thrower
Conor Allen,123262,UFA,Conor Allen,Conor Allen
Reid Boucher,123279,VAN,Reid Boucher,Reid Boucher
Travis Boyd,123280,MIN,Travis Boyd,Travis Boyd
Ryan Carpenter,123288,UFA,Ryan Carpenter,Ryan Carpenter
Blake Coleman,123293,CGY,Blake Coleman,Blake Coleman
Austin Czarnik,123298,DET,Austin Czarnik,Austin Czarnik
Casey DeSmith,123307,DAL,Casey DeSmith,Casey DeSmith
Derek Forbort,123316,VAN,Derek Forbort,Derek Forbort
Kevin Gravel,123320,NSH,Kevin Gravel,Kevin Gravel
Rocco Grimaldi,123321,NSH,Rocco Grimaldi,Rocco Grimaldi
Stephen Johns,123333,DAL,Stephen Johns,Stephen Johns
Nick Lappin,123346,STL,Nick Lappin,Nick Lappin
Scott Mayfield,123358,NYI,Scott Mayfield,Scott Mayfield
Jake McCabe,123359,TOR,Jake McCabe,Jake McCabe
Jayson Megna,123364,BOS,Jayson Megna,Jayson Megna
Michael Mersch,123365,UFA,Michael Mersch,Michael Mersch
J.T. Miller,123367,VAN,J.T. Miller,J.T. Miller
Connor Murphy,123373,CHI,Connor Murphy,Connor Murphy
Michael Paliotta,123379,UFA,Michael Paliotta,Michael Paliotta
Robbie Russo,123393,N.J,Robbie Russo,Robbie Russo
Bryan Rust,123394,PIT,Bryan Rust,Bryan Rust
Brandon Saad,123396,STL,Brandon Saad,Brandon Saad
Nate Schmidt,123400,FLA,Nate Schmidt,Nate Schmidt
Nick Shore,123404,WPG,Nick Shore,Nick Shore
Andrej Sustr,123412,S.J,Andrej Šustr,Andrej Šustr
John Gibson,123445,ANA,John Gibson,John Gibson
Christopher Gibson,123448,SEA,Christopher Gibson,Christopher Gibson
Mike Condon,123464,T.B,Mike Condon,Mike Condon
Aaron Dell,123469,S.J,Aaron Dell,Aaron Dell
Tyler Pitlick,123515,BOS,Tyler Pitlick,Tyler Pitlick
Tim Schaller,123525,L.A,Tim Schaller,Tim Schaller
Riley Sheahan,123527,BUF,Riley Sheahan,Riley Sheahan
Sebastien Stalberg,123532,UFA,Sebastien Stalberg,Sebastien Stalberg
Zach Trotman,123537,PIT,Zach Trotman,Zach Trotman
Ryan Dzingel,123834,CAR,Ryan Dzingel,Ryan Dzingel
Justin Holl,123841,DET,Justin Holl,Justin Holl
Mitch Moroz,123846,UFA,Mitch Moroz,Mitch Moroz
Griffin Reinhart,123847,VGK,Griffin Reinhart,Griffin Reinhart
Nikita Kucherov,123889,T.B,Nikita Kucherov,Nikita Kucherov
Sergei Plotnikov,123906,UFA,Sergei Plotnikov,Sergei Plotnikov
Evgeny Kuznetsov,123909,WSH,Evgeny Kuznetsov,Evgeny Kuznetsov
Jordan Martinook,124022,CAR,Jordan Martinook,Jordan Martinook
Lukas Sutter,124044,UFA,Lukas Sutter,Lukas Sutter
Sean Kuraly,124249,CLB,Sean Kuraly,Sean Kuraly
Jordan Schmaltz,124254,NYI,Jordan Schmaltz,Jordan Schmaltz
Mathew Dumba,124409,DAL,Mathew Dumba,Mathew Dumba
Malcolm Subban,124602,STL,Malcolm Subban,Malcolm Subban
Damon Severson,124610,CLB,Damon Severson,Damon Severson
Darren Dietz,124683,UFA,Darren Dietz,Darren Dietz
Derrick Pouliot,124697,DAL,Derrick Pouliot,Derrick Pouliot
Gaetan Haas,125053,EDM,Gaetan Haas,Gaetan Haas
Gregory Hofmann,125070,CLB,Gregory Hofmann,Gregory Hofmann
Dean Kukan,125108,CLB,Dean Kukan,Dean Kukan
Alexey Marchenko,125143,UFA,Alexey Marchenko,Alexey Marchenko
Sergei Kalinin,125158,N.J,Sergey Kalinin,Sergei Kalinin
Phillip Di Giuseppe,125344,VAN,Phillip Di Giuseppe,Phillip Di Giuseppe
Evan Rodrigues,125404,FLA,Evan Rodrigues,Evan Rodrigues
Ryan Sproul,125416,CGY,Ryan Sproul,Ryan Sproul
Sami Aittokallio,126409,UFA,Sami Aittokallio,Sami Aittokallio
Michael Keranen,126410,UFA,Michael Keranen,Michael Keranen
Colton Sissons,127134,NSH,Colton Sissons,Colton Sissons
Tanner Kero,127312,DAL,Tanner Kero,Tanner Kero
Calle Jarnkrok,127561,TOR,Calle Järnkrok,Calle Järnkrok
Jonas Brodin,127571,MIN,Jonas Brodin,Jonas Brodin
Magnus Nygren,127573,UFA,Magnus Nygren,Magnus Nygren
Johan Sundstrom,127575,UFA,Johan Sundstrom,Johan Sundstrom
Jesper Fast,127581,UFA,Jesper Fast,Jesper Fast
Linus Hultstrom,127585,FLA,Linus Hultstrom,Linus Hultstrom
Klas Dahlbeck,127590,CAR,Klas Dahlbeck,Klas Dahlbeck
Dennis Everberg,127600,UFA,Dennis Everberg,Dennis Everberg
Oscar Lindberg,127604,OTT,Oscar Lindberg,Oscar Lindberg
Petter Granberg,127607,UFA,Petter Granberg,Petter Granberg
Par Lindholm,127609,BOS,Par Lindholm,Par Lindholm
Tim Heed,127612,S.J,Tim Heed,Tim Heed
Zane McIntyre,127771,MIN,Zane McIntyre,Zane McIntyre
Kevin Hayes,127775,PIT,Kevin Hayes,Kevin Hayes
Ludwig Rensfeldt,127776,UFA,Ludwig Rensfeldt,Ludwig Rensfeldt
Joakim Nordstrom,127777,CGY,Joakim Nordstrom,Joakim Nordstrom
John Klingberg,127778,UFA,John Klingberg,John Klingberg
Martin Marincin,127780,TOR,Martin Marincin,Martin Marincin
Nick Bjugstad,127782,UTA,Nick Bjugstad,Nick Bjugstad
Johan Larsson,127786,WSH,Johan Larsson,Johan Larsson
Brock Nelson,127790,NYI,Brock Nelson,Brock Nelson
Marcus Sorensen,127792,S.J,Marcus Sorensen,Marcus Sorensen
Beau Bennett,127795,UTA,Beau Bennett,Beau Bennett
Kenny Agostino,127796,TOR,Kenny Agostino,Kenny Agostino
Charlie Coyle,127797,BOS,Charlie Coyle,Charlie Coyle
Jani Hakanpaa,127800,TOR,Jani Hakanpää,Jani Hakanpää
Sondre Olden,127802,UFA,Sondre Olden,Sondre Olden
Chris Wagner,127851,COL,Chris Wagner,Chris Wagner
Justin Danforth,127964,CLB,Justin Danforth,Justin Danforth
Brendan Gaunce,128003,CLB,Brendan Gaunce,Brendan Gaunce
Scott Laughton,128062,TOR,Scott Laughton,Scott Laughton
Lucas Lessio,128067,UFA,Lucas Lessio,Lucas Lessio
Ryan Lomberg,128073,CGY,Ryan Lomberg,Ryan Lomberg
Brock McGinn,128102,ANA,Brock McGinn,Brock McGinn
Magnus Hellberg,128373,PIT,Magnus Hellberg,Magnus Hellberg
Andreas Martinsen,128522,UFA,Andreas Martinsen,Andreas Martinsen
Victor Rask,128528,SEA,Victor Rask,Victor Rask
Mantas Armalis,128538,UFA,Mantas Armalis,Mantas Armalis
Nicklas Jensen,128613,UFA,Nicklas Jensen,Nicklas Jensen
William Carrier,129676,CAR,William Carrier,William Carrier
Dillon Fournier,129696,UFA,Dillon Fournier,Dillon Fournier
Martin Frk,129699,STL,Martin Frk,Martin Frk
Charles Hudon,129714,COL,Charles Hudon,Charles Hudon
Liam O'Brien,129745,UTA,Liam O'Brien,Liam O'Brien
Anton Zlobin,129776,UFA,Anton Zlobin,Anton Zlobin
Pheonix Copley,129834,L.A,Pheonix Copley,Pheonix Copley
Paul Ladue,129954,NYI,Paul Ladue,Paul Ladue
Casey Nelson,130023,BUF,Casey Nelson,Casey Nelson
Connor Brown,130232,EDM,Connor Brown,Connor Brown
Drake Caggiula,130233,EDM,Drake Caggiula,Drake Caggiula
Tyler Gaudet,130275,TOR,Tyler Gaudet,Tyler Gaudet
Brandon Tanev,130410,WPG,Brandon Tanev,Brandon Tanev
Joel Armia,130454,MTL,Joel Armia,Joel Armia
Miikka Salomaki,130458,COL,Miikka Salomaki,Miikka Salomaki
Jyrki Jokipakka,130461,OTT,Jyrki Jokipakka,Jyrki Jokipakka
Josh Brown,130517,EDM,Josh Brown,Josh Brown
Max Domi,130519,TOR,Max Domi,Max Domi
Tanner Pearson,130530,UFA,Tanner Pearson,Tanner Pearson
Colin Miller,130532,WPG,Colin Miller,Colin Miller
Vladislav Namestnikov,130533,WPG,Vladislav Namestnikov,Vladislav Namestnikov
Mark Scheifele,130548,WPG,Mark Scheifele,Mark Scheifele
Rickard Rakell,130557,PIT,Rickard Rakell,Rickard Rakell
Josh Leivo,130558,STL,Josh Leivo,Josh Leivo
Garret Sparks,130562,L.A,Garret Sparks,Garret Sparks
Andrey Pedan,130563,VAN,Andrey Pedan,Andrey Pedan
Alexander Khokhlachev,130571,UFA,Alexander Khokhlac,Alexander Khokhlachev
Nail Yakupov,130572,UFA,Nail Yakupov,Nail Yakupov
Dylan Blujus,130578,UFA,Dylan Blujus,Dylan Blujus
Scott Kosmachuk,130579,WSH,Scott Kosmachuk,Scott Kosmachuk
Alex Galchenyuk,130582,UFA,Alex Galchenyuk,Alex Galchenyuk
Slater Koekkoek,130585,EDM,Slater Koekkoek,Slater Koekkoek
Matt Finn,130587,UFA,Matt Finn,Matt Finn
Tom Wilson,130599,WSH,Tom Wilson,Tom Wilson
Gemel Smith,130602,T.B,Gemel Smith,Gemel Smith
Matt Murray,130608,TOR,Matt Murray,Matt Murray
Chris Tierney,130612,N.J,Chris Tierney,Chris Tierney
Andreas Athanasiou,130614,CHI,Andreas Athanasiou,Andreas Athanasiou
Adam Pelech,130615,NYI,Adam Pelech,Adam Pelech
Kerby Rychel,130619,CGY,Kerby Rychel,Kerby Rychel
Sean Monahan,130620,CLB,Sean Monahan,Sean Monahan
Chris Driedger,130642,WPG,Chris Driedger,Chris Driedger
Joel Edmundson,130643,L.A,Joel Edmundson,Joel Edmundson
Brendan Leipsic,130673,UFA,Brendan Leipsic,Brendan Leipsic
Ryan Pulock,130691,NYI,Ryan Pulock,Ryan Pulock
Morgan Rielly,130695,TOR,Morgan Rielly,Morgan Rielly
Hunter Shinkaruk,130701,MT,Hunter Shinkaruk,Hunter Shinkaruk
Chandler Stephenson,130705,SEA,Chandler Stephenson,Chandler Stephenson
Matej Stransky,130709,UFA,Matej Stransky,Matej Stransky
Marek Tvrdon,130716,UFA,Marek Tvrdon,Marek Tvrdon
Dmitrij Jaskin,130745,UTA,Dmitrij Jaskin,Dmitrij Jaskin
Nikita Nesterov,130755,UFA,Nikita Nesterov,Nikita Nesterov
Brett Kulak,130818,EDM,Brett Kulak,Brett Kulak
Riley Barber,130858,DAL,Riley Barber,Riley Barber
Connor Carrick,130865,SEA,Connor Carrick,Connor Carrick
Tony DeAngelo,130876,NYI,Tony DeAngelo,Tony DeAngelo
Adam Erne,130888,DAL,Adam Erne,Adam Erne
Christian Folin,130891,MTL,Christian Folin,Christian Folin
Johnny Gaudreau,130893,CLB,Johnny Gaudreau,Johnny Gaudreau
Jon Gillies,130895,CLB,Jon Gillies,Jon Gillies
Zemgus Girgensons,130896,T.B,Zemgus Girgensons,Zemgus Girgensons
Matt Grzelcyk,130900,PIT,Matt Grzelcyk,Matt Grzelcyk
Ryan Hartman,130904,MIN,Ryan Hartman,Ryan Hartman
Vinnie Hinostroza,130908,NSH,Vinnie Hinostroza,Vinnie Hinostroza
Seth Jones,130914,CHI,Seth Jones,Seth Jones
Nicolas Kerdiles,130916,UFA,Nicolas Kerdiles,Nicolas Kerdiles
Stefan Matteau,130937,COL,Stefan Matteau,Stefan Matteau
Max McCormick,130939,SEA,Max McCormick,Max McCormick
Jaycob Megna,130942,FLA,Jaycob Megna,Jaycob Megna
Jordan Oesterle,130958,BOS,Jordan Oesterle,Jordan Oesterle
Joakim Ryan,130983,L.A,Joakim Ryan,Joakim Ryan
Henrik Samuelsson,130984,UTA,Henrik Samuelsson,Henrik Samuelsson
Patrick Sieloff,130991,T.B,Patrick Sieloff,Patrick Sieloff
Brady Skjei,130995,NSH,Brady Skjei,Brady Skjei
Jacob Trouba,131007,NYR,Jacob Trouba,Jacob Trouba
Frank Vatrano,131009,ANA,Frank Vatrano,Frank Vatrano
Roman Lyubimov,131583,PHI,Roman Lyubimov,Roman Lyubimov
Jonathan-Ismael Diaby,131731,UFA,Jonathan-Ismael Di,Jonathan-Ismael Diaby
Garnet Hathaway,131779,PHI,Garnet Hathaway,Garnet Hathaway
Patrick Brown,131798,BOS,Patrick Brown,Patrick Brown
Conor Sheary,131804,T.B,Conor Sheary,Conor Sheary
Darnell Nurse,131921,EDM,Darnell Nurse,Darnell Nurse
Viktor Antipin,132181,UFA,Victor Antipin,Viktor Antipin
Markus Granlund,132220,EDM,Markus Granlund,Markus Granlund
Sam Reinhart,132239,FLA,Sam Reinhart,Sam Reinhart
Ville Pokka,132426,CHI,Ville Pokka,Ville Pokka
Egor Yakovlev,132507,N.J,Egor Yakovlev,Egor Yakovlev
Will Butcher,132666,PIT,Will Butcher,Will Butcher
Sheldon Dries,132699,VAN,Sheldon Dries,Sheldon Dries
Ian McCoshen,132702,MIN,Ian McCoshen,Ian McCoshen
Eric Comrie,132742,WPG,Eric Comrie,Eric Comrie
Jaccob Slavin,132851,CAR,Jaccob Slavin,Jaccob Slavin
Zach Aston-Reese,132890,VGK,Zach Aston-Reese,Zach Aston-Reese
Nikita Gusev,133881,N.J,Nikita Gusev,Nikita Gusev
Curtis Lazar,134039,N.J,Curtis Lazar,Curtis Lazar
Morgan Klimchuk,134066,OTT,Morgan Klimchuk,Morgan Klimchuk
Madison Bowey,134163,MTL,Madison Bowey,Madison Bowey
Andrew Copp,134193,DET,Andrew Copp,Andrew Copp
Nic Petan,134195,MIN,Nic Petan,Nic Petan
Oscar Klefbom,134395,EDM,Oscar Klefbom,Oscar Klefbom
Tomas Hyka,134457,VGK,Tomas Hyka,Tomas Hyka
Mason Geertsen,134459,BUF,Mason Geertsen,Mason Geertsen
Daniel Pribyl,134463,CGY,Daniel Pribyl,Daniel Pribyl
Alexandre Grenier,134706,UFA,Alexandre Grenier,Alexandre Grenier
Cedric Paquette,136773,MTL,Cedric Paquette,Cedric Paquette
Anthony Mantha,136790,CGY,Anthony Mantha,Anthony Mantha
Josh Morrissey,136966,WPG,Josh Morrissey,Josh Morrissey
Shea Theodore,137663,VGK,Shea Theodore,Shea Theodore
Kyle Burroughs,137664,L.A,Kyle Burroughs,Kyle Burroughs
Josh Anderson,138920,MTL,Josh Anderson,Josh Anderson
Nick Ritchie,138947,CGY,Nick Ritchie,Nick Ritchie
Mark Friedman,138980,NSH,Mark Friedman,Mark Friedman
Zach Nastasiuk,138989,UFA,Zach Nastasiuk,Zach Nastasiuk
Joseph Blandisi,139020,MTL,Joseph Blandisi,Joseph Blandisi
Rasmus Ristolainen,139048,PHI,Rasmus Ristolainen,Rasmus Ristolainen
Alexander Kerfoot,139246,UTA,Alexander Kerfoot,Alexander Kerfoot
Troy Stecher,139295,EDM,Troy Stecher,Troy Stecher
Jujhar Khaira,139332,MIN,Jujhar Khaira,Jujhar Khaira
Dryden Hunt,139386,CGY,Dryden Hunt,Dryden Hunt
Colton Parayko,139539,STL,Colton Parayko,Colton Parayko
Matt Benning,139599,TOR,Matt Benning,Matt Benning
Cole Ully,139625,DAL,Cole Ully,Cole Ully
Igor Ozhiganov,139633,TOR,Igor Ozhiganov,Igor Ozhiganov
Nikolay Prokhorkin,139635,L.A,Nikolay Prokhorkin,Nikolay Prokhorkin
Alex Lyon,139929,DET,Alex Lyon,Alex Lyon
Jonny Brodzinski,139946,NYR,Jonny Brodzinski,Jonny Brodzinski
Oscar Dansk,139957,CGY,Oscar Dansk,Oscar Dansk
Mika Zibanejad,139958,NYR,Mika Zibanejad,Mika Zibanejad
Pontus Aberg,139960,UFA,Pontus Aberg,Pontus Aberg
Sebastien Collberg,139964,UFA,Sebastien Collberg,Sebastien Collberg
Viktor Svedberg,139965,UFA,Viktor Svedberg,Viktor Svedberg
Ludwig Bystrom,139978,UFA,Ludwig Bystrom,Ludwig Bystrom
Viktor Arvidsson,139983,EDM,Viktor Arvidsson,Viktor Arvidsson
Ben Hutton,141927,VGK,Ben Hutton,Ben Hutton
Daniel Altshuller,142119,UFA,Daniel Altshuller,Daniel Altshuller
Matthew Peca,142128,STL,Matthew Peca,Matthew Peca
Nick Baptiste,142215,TOR,Nick Baptiste,Nick Baptiste
MacKenzie Weegar,142279,CGY,MacKenzie Weegar,MacKenzie Weegar
Victor Olofsson,142605,VGK,Victor Olofsson,Victor Olofsson
Filip Forsberg,142620,NSH,Filip Forsberg,Filip Forsberg
William Karlsson,142653,VGK,William Karlsson,William Karlsson
Max Friberg,143095,UFA,Max Friberg,Max Friberg
Mike Reilly,143097,NYI,Mike Reilly,Mike Reilly
Lukas Sedlak,143098,PHI,Lukas Sedlak,Lukáš Sedlák
Anton Forsberg,143099,OTT,Anton Forsberg,Anton Forsberg
Yaroslav Kosov,143103,UFA,Yaroslav Kosov,Yaroslav Kosov
Nick Seeler,143106,PHI,Nick Seeler,Nick Seeler
Josh Archibald,143112,UFA,Josh Archibald,Josh Archibald
Colin Blackwell,143113,DAL,Colin Blackwell,Colin Blackwell
Steffen Soberg,143117,UFA,Steffen Soberg,Steffen Soberg
Sven Andrighetto,143315,COL,Sven Andrighetto,Sven Andrighetto
Nathan MacKinnon,143744,COL,Nathan MacKinnon,Nathan MacKinnon
Ryan Graves,143756,PIT,Ryan Graves,Ryan Graves
Ross Johnston,143769,ANA,Ross Johnston,Ross Johnston
Laurent Dauphin,143801,UTA,Laurent Dauphin,Laurent Dauphin
Emile Poirier,143820,UFA,Emile Poirier,Emile Poirier
Zachary Fucale,143823,WSH,Zachary Fucale,Zachary Fucale
Anthony Duclair,143840,NYI,Anthony Duclair,Anthony Duclair
Philippe Desrosiers,143848,WPG,Philippe Desrosier,Philippe Desrosiers
Samuel Morin,143854,PHI,Samuel Morin,Samuel Morin
Jean-Sebastien Dea,143859,UFA,Jean-Sebastien Dea,Jean-Sebastien Dea
Frederick Gaudreau,143870,MIN,Frédérick Gaudreau,Frédérick Gaudreau
Danick Martel,143904,FLA,Danick Martel,Danick Martel
Mikhail Grigorenko,143915,CLB,Mikhail Grigorenko,Mikhail Grigorenko
Connor Hellebuyck,144065,WPG,Connor Hellebuyck,Connor Hellebuyck
Tucker Poolman,144209,VAN,Tucker Poolman,Tucker Poolman
Anthony Stolarz,144264,TOR,Anthony Stolarz,Anthony Stolarz
Devin Shore,144507,SEA,Devin Shore,Devin Shore
Dylan Sikura,144563,ANA,Dylan Sikura,Dylan Sikura
Miro Aaltonen,144573,TOR,Miro Aaltonen,Miro Aaltonen
Markus Hannikainen,144579,UTA,Markus Hannikainen,Markus Hannikainen
Petteri Lindbohm,144596,FLA,Petteri Lindbohm,Petteri Lindbohm
Juuso Riikola,144604,PIT,Juuso Riikola,Juuso Riikola
Teuvo Teravainen,144613,CAR,Teuvo Teräväinen,Teuvo Teräväinen
C.J. Smith,144620,NYR,C.J. Smith,C.J. Smith
Erik Gustafsson,144637,DET,Erik Gustafsson,Erik Gustafsson
Remi Elie,144681,T.B,Remi Elie,Remi Elie
Tomas Nosek,144787,N.J,Tomáš Nosek,Tomáš Nosek
Anton Slepyshev,145001,EDM,Anton Slepyshev,Anton Slepyshev
Michael Dal Colle,145014,NYI,Michael Dal Colle,Michael Dal Colle
Tyler Bertuzzi,145020,CHI,Tyler Bertuzzi,Tyler Bertuzzi
Chris Bigras,145022,PHI,Chris Bigras,Chris Bigras
Cole Cassels,145030,VAN,Cole Cassels,Cole Cassels
Jason Dickinson,145034,CHI,Jason Dickinson,Jason Dickinson
Jake Dotchin,145036,STL,Jake Dotchin,Jake Dotchin
Aaron Ekblad,145037,FLA,Aaron Ekblad,Aaron Ekblad
Radek Faksa,145039,STL,Radek Faksa,Radek Faksa
